Time,U,V,W
0.392156863,100.7147268,423.5138646,-485.8645944
0.392957183,90.56267874,431.8003663,-482.1189467
0.393757503,80.41063069,440.0868681,-478.373299
0.394557823,68.61596075,443.8984252,-471.604176
0.395358143,57.96773253,450.8331984,-466.9452393
0.396158463,47.31950431,457.7679717,-462.2863026
0.396958784,36.67127609,464.702745,-457.6273659
0.397759104,26.02304788,471.6375182,-452.9684292
0.398559424,15.37481966,478.5722915,-448.3094925
0.399359744,2.530670906,481.2317211,-440.6634705
0.400160064,-8.754270514,486.9268467,-435.1384203
0.400960384,-20.03921193,492.6219723,-429.61337
0.401760704,-31.32415335,498.3170979,-424.0883197
0.402561024,-42.60909477,504.0122235,-418.5632694
0.403361345,-53.89403619,509.7073491,-413.0382191
0.404161665,-66.03261688,511.4540021,-405.1536273
0.404961985,-77.70367721,515.3631509,-398.5613071
0.405762305,-89.42975599,519.0178141,-391.8169104
0.406562625,-101.2108532,522.4179917,-384.9204375
0.407362945,-113.0469689,525.5636838,-377.8718883
0.408163265,-124.9381031,528.4548904,-370.6712627
0.408963585,-136.6426028,531.2191281,-363.373275
0.409763906,-148.5384967,533.6569167,-355.8923333
0.410564226,-160.4746979,535.8479827,-348.262646
0.411364546,-172.4512065,537.7923259,-340.4842133
0.412164866,-184.4680223,539.4899465,-332.5570352
0.412965186,-196.5251455,540.9408443,-324.4811115
0.413765506,-203.2875056,538.4030391,-316.8617028
0.414565826,-213.183041,537.7878267,-308.7426646
0.415366146,-222.8115051,536.7102985,-300.5097529
0.416166467,-232.1728979,535.1704543,-292.1629677
0.416966787,-241.2672193,533.1682943,-283.7023088
0.417767107,-254.6384536,534.7546361,-274.7274457
0.418567427,-265.660593,534.0226041,-265.8221379
0.419367747,-276.7983752,533.1694337,-256.7692389
0.420168067,-288.0518003,532.1951249,-247.5687488
0.420968387,-299.4208681,531.0996777,-238.2206675
0.421768707,-310.9055788,529.8830922,-228.724995
0.422569028,-318.8361194,526.655448,-219.6427759
0.423369348,-328.6537618,524.2189507,-210.1421433
0.424169668,-338.2981571,521.5125393,-200.5380853
0.424969988,-347.7693051,518.5362138,-190.8306019
0.425770308,-357.067206,515.2899742,-181.0196932
0.426570628,-366.1918596,511.7738205,-171.105359
0.427370948,-373.2657238,507.8901795,-161.3159218
0.428171269,-381.9175084,504.4997316,-151.530798
0.428971589,-390.5692931,501.1092838,-141.7456742
0.429771909,-399.2210777,497.718836,-131.9605504
0.430572229,-407.8728623,494.3283881,-122.1754266
0.431372549,-416.524647,490.9379403,-112.3903029
0.432172869,-422.1678434,485.0079803,-100.3727728
0.432973189,-429.9391402,480.8743235,-89.93431712
0.433773509,-437.710437,476.7406668,-79.49586147
0.43457383,-445.4817339,472.60701,-69.05740582
0.43537415,-453.2530307,468.4733533,-58.61895017
0.43617447,-461.0243275,464.3396966,-48.18049451
0.43697479,-463.9888269,456.9254834,-35.71423524
0.43777511,-470.4080991,451.8690931,-24.7054122
0.43857543,-476.8273713,446.8127028,-13.69658916
0.43937575,-483.2466434,441.7563126,-2.687766123
0.44017607,-489.6659156,436.6999223,8.321056916
0.440976391,-496.0851878,431.643532,19.32987996
